LIFE TABLES,,,,,,,,,
,,,,,,,,,
ISTAT,2022,,,,,,,,
,,,,,,,,,
Maximum age (+1),109,,,111,,,110,,
,,,,,,,,,
,M,,,F,,,M&F,,
Age x,lx,dx,qx,lx,dx,qx,lx,dx,qx
0,1,0.00249291,0.00249291,1,0.0021904,0.0021904,1,0.00234568,0.00234568
1,0.99750709,0.0001951522871,0.00019564,0.9978096,0.0001522457888,0.00015258,0.99765432,0.0001742702566,0.00017468
2,0.9973119377,0.0001407606069,0.00014114,0.9976573542,0.0001086748156,0.00010893,0.9974800497,0.0001251538218,0.00012547
3,0.9971711771,0.0001065876271,0.00010689,0.9975486794,0.00008092114887,0.00008112,0.9973548959,0.00009410043443,0.00009435
4,0.9970645895,0.00008607658601,0.00008633,0.9974677582,0.00006474563219,0.00006491,0.9972607955,0.00007569209438,0.0000759
5,0.9969785129,0.00008539120963,0.00008565,0.9974030126,0.00005878693356,0.00005894,0.9971851034,0.00007244549776,0.00007265
6,0.9968931217,0.00008183495636,0.00008209,0.9973442257,0.00006014983025,0.00006031,0.9971126579,0.00007128358391,0.00007149
7,0.9968112867,0.00007704354435,0.00007729,0.9972840759,0.00006296851655,0.00006314,0.9970413743,0.00007019171275,0.0000704
8,0.9967342432,0.00006488739923,0.0000651,0.9972211073,0.00006191745855,0.00006209,0.9969711826,0.00006344724606,0.00006364
9,0.9966693558,0.00006534164297,0.00006556,0.9971591899,0.00006419710864,0.00006438,0.9969077354,0.00006477906464,0.00006498
10,0.9966040141,0.00006836703537,0.0000686,0.9970949928,0.00006497070973,0.00006516,0.9968429563,0.00006671869906,0.00006693
11,0.9965356471,0.00007310585507,0.00007336,0.9970300221,0.00006504623864,0.00006524,0.9967762376,0.00006918623865,0.00006941
12,0.9964625412,0.00008113198011,0.00008142,0.9969649758,0.0000680827382,0.00006829,0.9967070513,0.00007478293006,0.00007503
13,0.9963814093,0.00009690805587,0.00009726,0.9968968931,0.00007786761632,0.00007811,0.9966322684,0.00008764384168,0.00008794
14,0.9962845012,0.0001233798726,0.00012384,0.9968190255,0.00008754064682,0.00008782,0.9965446246,0.0001059326936,0.0001063
15,0.9961611213,0.0001604815566,0.0001611,0.9967314848,0.00009615468634,0.00009647,0.9964386919,0.000129178312,0.00012964
16,0.9960006398,0.0002109927755,0.00021184,0.9966353301,0.0001204035142,0.00012081,0.9963095136,0.0001669117328,0.00016753
17,0.995789647,0.0002656368462,0.00026676,0.9965149266,0.0001256406019,0.00012608,0.9961426018,0.0001975051937,0.00019827
18,0.9955240102,0.0003059444388,0.00030732,0.996389286,0.0001367942851,0.00013729,0.9959450966,0.000223629512,0.00022454
19,0.9952180657,0.0003408920441,0.00034253,0.9962524917,0.0001395151989,0.00014004,0.9957214671,0.0002428962947,0.00024394
20,0.9948771737,0.0003685423002,0.00037044,0.9961129765,0.0001380712197,0.00013861,0.9954785708,0.0002563855059,0.00025755
21,0.9945086314,0.000378042566,0.00038013,0.9959749053,0.0001327036964,0.00013324,0.9952221853,0.0002586482937,0.00025989
22,0.9941305888,0.0003804239524,0.00038267,0.9958422016,0.0001366594253,0.00013723,0.994963537,0.0002617948059,0.00026312
